Date,Open,High,Low,Close,Adj Close,Volume
2019-03-06,3635.639893,3638.310059,3597.239990,3605.800049,3605.800049,52379000
2019-03-07,3599.090088,3605.129883,3551.310059,3573.229980,3573.229980,50095200
2019-03-08,3550.959961,3552.510010,3524.969971,3536.610107,3536.610107,37892800
2019-03-11,3549.820068,3572.810059,3546.300049,3568.870117,3568.870117,27134100
2019-03-12,3591.159912,3591.830078,3567.120117,3579.580078,3579.580078,24856200
2019-03-13,3575.770020,3598.750000,3567.270020,3597.409912,3597.409912,23751400
2019-03-14,3593.909912,3618.000000,3593.909912,3609.639893,3609.639893,25243600
2019-03-15,3611.270020,3644.050049,3610.169922,3640.260010,3640.260010,67223900
2019-03-18,3634.649902,3660.800049,3630.860107,3660.800049,3660.800049,27149100
2019-03-19,3662.080078,3707.810059,3662.080078,3688.489990,3688.489990,24306200
2019-03-20,3682.120117,3683.620117,3652.260010,3655.639893,3655.639893,23812800
2019-03-21,3648.290039,3661.100098,3634.679932,3654.659912,3654.659912,18915000
2019-03-22,3667.659912,3670.189941,3586.260010,3588.729980,3588.729980,28133500
2019-03-25,3567.989990,3585.600098,3538.030029,3560.679932,3560.679932,20385500
2019-03-26,3569.659912,3598.860107,3549.209961,3591.570068,3591.570068,16495800
2019-03-27,3596.350098,3644.189941,3588.949951,3614.570068,3614.570068,30876700
2019-03-28,3616.879883,3633.389893,3598.760010,3601.070068,3601.070068,15789700
2019-03-29,3622.169922,3660.760010,3614.270020,3658.719971,3658.719971,23552300
2019-04-01,3684.229980,3716.179932,3680.590088,3713.600098,3713.600098,21797500
2019-04-02,3717.939941,3744.429932,3717.939941,3736.780029,3736.780029,19022300
2019-04-03,3759.989990,3773.820068,3758.159912,3772.699951,3772.699951,22733800
2019-04-04,3763.169922,3786.229980,3757.570068,3782.219971,3782.219971,15591800
2019-04-05,3787.250000,3813.699951,3786.689941,3805.389893,3805.389893,18107900
2019-04-08,3792.290039,3806.879883,3780.550049,3793.080078,3793.080078,12338500
2019-04-09,3787.449951,3811.290039,3774.610107,3790.209961,3790.209961,16450100
2019-04-10,3787.959961,3805.100098,3772.580078,3778.300049,3778.300049,19743500
2019-04-11,3783.120117,3814.840088,3773.949951,3807.739990,3807.739990,21157900
2019-04-12,3801.280029,3845.050049,3790.560059,3845.050049,3845.050049,30869400
2019-04-15,3854.110107,3868.320068,3842.330078,3846.780029,3846.780029,19870300
2019-04-16,3849.949951,3866.060059,3841.360107,3860.169922,3860.169922,27170400
2019-04-17,3853.080078,3866.780029,3827.919922,3846.820068,3846.820068,29320300
2019-04-18,3834.010010,3865.830078,3819.179932,3852.300049,3852.300049,26997700
2019-04-23,3852.159912,3852.159912,3790.340088,3806.979980,3806.979980,23892900
2019-04-24,3794.570068,3794.570068,3748.320068,3752.199951,3752.199951,25110600
2019-04-25,3729.979980,3734.010010,3705.469971,3713.719971,3713.719971,20737700
2019-04-26,3712.790039,3734.080078,3701.389893,3727.620117,3727.620117,16653900
2019-04-29,3735.860107,3746.080078,3705.040039,3737.820068,3737.820068,17625300
2019-04-30,3728.030029,3752.239990,3723.939941,3743.669922,3743.669922,21530000
2019-05-02,3726.199951,3743.739990,3706.280029,3718.030029,3718.030029,23542000
2019-05-03,3724.669922,3741.659912,3715.370117,3715.370117,3715.370117,13099400
2019-05-06,3647.909912,3681.830078,3634.320068,3681.800049,3681.800049,17692400
2019-05-07,3638.669922,3648.350098,3585.860107,3595.959961,3595.959961,20801000
2019-05-08,3586.010010,3602.909912,3562.340088,3574.860107,3574.860107,24136100
2019-05-09,3550.300049,3551.419922,3487.600098,3492.389893,3492.389893,23083600
2019-05-10,3528.040039,3543.750000,3496.250000,3504.030029,3504.030029,20857700
2019-05-13,3510.020020,3511.060059,3441.560059,3452.169922,3452.169922,18311700
2019-05-14,3463.620117,3495.149902,3456.850098,3495.149902,3495.149902,18929300
2019-05-15,3498.209961,3498.340088,3451.790039,3493.820068,3493.820068,26975100
2019-05-16,3491.620117,3544.179932,3473.780029,3544.179932,3544.179932,21221600
2019-05-17,3524.639893,3529.879883,3500.500000,3511.459961,3511.459961,21469500
2019-05-20,3504.760010,3517.850098,3462.280029,3476.489990,3476.489990,21982200
2019-05-21,3486.120117,3498.459961,3481.860107,3494.939941,3494.939941,16631500
2019-05-22,3490.780029,3508.260010,3470.100098,3488.750000,3488.750000,20935700
2019-05-23,3467.219971,3481.919922,3443.469971,3445.090088,3445.090088,24892300
2019-05-24,3461.729980,3487.969971,3457.399902,3472.340088,3472.340088,19539900
2019-05-27,3486.790039,3492.889893,3469.830078,3474.830078,3474.830078,9757600
2019-05-28,3479.389893,3498.080078,3458.030029,3488.320068,3488.320068,26172700
2019-05-29,3463.139893,3464.350098,3427.000000,3432.610107,3432.610107,21152100
2019-05-30,3450.449951,3461.739990,3444.209961,3455.500000,3455.500000,13163600
2019-05-31,3421.110107,3428.370117,3399.550049,3427.179932,3427.179932,21719100
2019-06-03,3403.949951,3420.050049,3382.830078,3420.050049,3420.050049,21539200
2019-06-04,3404.479980,3464.459961,3396.709961,3458.389893,3458.389893,31864400
2019-06-05,3468.699951,3481.989990,3440.350098,3454.500000,3454.500000,21712500
2019-06-06,3464.530029,3482.439941,3424.600098,3440.370117,3440.370117,29407600
2019-06-07,3448.219971,3469.860107,3446.060059,3457.469971,3457.469971,22390000
2019-06-10,3469.679932,3488.409912,3468.560059,3483.959961,3483.959961,15412700
2019-06-11,3489.040039,3530.780029,3487.489990,3516.280029,3516.280029,20552900
2019-06-12,3498.429932,3504.810059,3488.209961,3500.780029,3500.780029,16993700
2019-06-13,3494.530029,3512.830078,3486.350098,3492.149902,3492.149902,16663300
2019-06-14,3490.189941,3494.070068,3454.469971,3463.709961,3463.709961,16630100
2019-06-17,3468.800049,3470.060059,3447.510010,3450.810059,3450.810059,15497800
2019-06-18,3450.219971,3517.340088,3432.639893,3513.070068,3513.070068,28938000
2019-06-19,3514.719971,3529.830078,3490.760010,3525.560059,3525.560059,21973400
2019-06-20,3539.330078,3548.830078,3518.520020,3518.520020,3518.520020,25726400
2019-06-21,3523.560059,3536.120117,3496.129883,3505.479980,3505.479980,44591900
2019-06-24,3506.189941,3530.639893,3495.370117,3498.320068,3498.320068,21059800
2019-06-25,3479.449951,3503.540039,3474.469971,3498.229980,3498.229980,17155400
2019-06-26,3494.229980,3520.570068,3492.379883,3497.320068,3497.320068,27351300
2019-06-27,3505.100098,3521.360107,3489.439941,3513.469971,3513.469971,23647400
2019-06-28,3510.959961,3547.459961,3510.479980,3547.459961,3547.459961,18701800
2019-07-01,3576.610107,3598.100098,3576.080078,3578.139893,3578.139893,19394000
2019-07-02,3602.189941,3608.320068,3584.919922,3596.790039,3596.790039,19498500
2019-07-03,3603.070068,3641.229980,3601.080078,3641.229980,3641.229980,18406000
2019-07-04,3643.389893,3661.590088,3643.389893,3657.649902,3657.649902,15690800
2019-07-05,3660.409912,3662.850098,3637.060059,3643.729980,3643.729980,20177800
2019-07-08,3632.510010,3643.260010,3602.530029,3608.590088,3608.590088,19776700
2019-07-09,3591.870117,3599.629883,3565.560059,3587.909912,3587.909912,20178300
2019-07-10,3584.489990,3614.500000,3582.110107,3589.729980,3589.729980,18244700
2019-07-11,3596.040039,3601.040039,3567.010010,3571.129883,3571.129883,19028100
2019-07-12,3557.620117,3586.750000,3556.939941,3578.370117,3578.370117,19245800
2019-07-15,3575.129883,3628.030029,3575.129883,3622.639893,3622.639893,16489200
2019-07-16,3616.949951,3652.070068,3616.949951,3649.639893,3649.639893,17689000
2019-07-17,3643.760010,3652.729980,3618.370117,3626.129883,3626.129883,17666600
2019-07-18,3610.080078,3627.409912,3597.189941,3620.709961,3620.709961,0
2019-07-19,3654.350098,3684.310059,3640.149902,3652.419922,3652.419922,25338100
2019-07-22,3661.040039,3688.350098,3655.850098,3680.489990,3680.489990,16638300
2019-07-23,3698.090088,3730.719971,3698.090088,3723.580078,3723.580078,18967600
2019-07-24,3728.760010,3743.030029,3717.469971,3726.469971,3726.469971,15800900
2019-07-25,3746.290039,3786.169922,3715.100098,3735.159912,3735.159912,36817800
2019-07-26,3743.810059,3749.520020,3725.810059,3735.949951,3735.949951,18279700
2019-07-29,3730.179932,3750.610107,3725.830078,3735.360107,3735.360107,14010600
2019-07-30,3738.070068,3738.070068,3661.649902,3673.090088,3673.090088,24650700
2019-07-31,3690.379883,3708.060059,3687.520020,3701.429932,3701.429932,21482600
2019-08-01,3690.090088,3733.949951,3684.149902,3729.969971,3729.969971,35408900
2019-08-02,3658.729980,3666.610107,3606.000000,3613.000000,3613.000000,50403800
2019-08-05,3567.500000,3568.959961,3511.739990,3525.889893,3525.889893,35071000
2019-08-06,3524.540039,3547.370117,3505.489990,3505.489990,3505.489990,29464100
2019-08-07,3532.020020,3561.000000,3500.500000,3526.050049,3526.050049,33337100
2019-08-08,3566.889893,3584.939941,3546.540039,3574.419922,3574.419922,25431400
2019-08-09,3563.770020,3570.370117,3530.810059,3534.570068,3534.570068,24347100
2019-08-12,3555.000000,3572.679932,3506.370117,3507.310059,3507.310059,23559900
2019-08-13,3493.810059,3544.739990,3465.379883,3519.199951,3519.199951,35666700
2019-08-14,3521.719971,3521.719971,3441.959961,3454.199951,3454.199951,31376000
2019-08-15,3461.830078,3472.669922,3396.770020,3443.340088,3443.340088,29868800
2019-08-16,3460.850098,3501.050049,3455.949951,3498.389893,3498.389893,43400600
2019-08-19,3521.689941,3537.389893,3509.600098,3522.419922,3522.419922,24574200
2019-08-20,3518.479980,3532.010010,3486.550049,3488.169922,3488.169922,22038500
2019-08-21,3498.260010,3533.179932,3498.260010,3525.250000,3525.250000,18364300
2019-08-22,3518.449951,3538.469971,3496.340088,3510.110107,3510.110107,22261700
2019-08-23,3524.330078,3535.580078,3479.199951,3479.199951,3479.199951,20786500
2019-08-26,3461.389893,3500.030029,3447.540039,3487.040039,3487.040039,15728500
2019-08-27,3477.560059,3511.030029,3468.159912,3502.189941,3502.189941,20107000
2019-08-28,3495.290039,3496.050049,3461.570068,3490.820068,3490.820068,15686100
2019-08-29,3485.020020,3540.250000,3482.229980,3526.120117,3526.120117,22980900
2019-08-30,3532.479980,3578.129883,3528.129883,3570.810059,3570.810059,25903900
2019-09-02,3569.979980,3586.639893,3565.969971,3573.300049,3573.300049,13250700
2019-09-03,3571.030029,3573.310059,3550.639893,3562.429932,3562.429932,17790400
2019-09-04,3585.030029,3597.310059,3578.600098,3588.530029,3588.530029,20167100
2019-09-05,3604.879883,3620.239990,3593.050049,3619.540039,3619.540039,26562600
2019-09-06,3618.889893,3627.159912,3606.250000,3617.110107,3617.110107,24644400
2019-09-09,3622.699951,3648.209961,3611.320068,3647.750000,3647.750000,23713400
2019-09-10,3653.639893,3675.399902,3635.689941,3663.659912,3663.659912,34434500
2019-09-11,3677.389893,3680.929932,3661.989990,3677.360107,3677.360107,28723100
2019-09-12,3693.169922,3722.189941,3672.679932,3697.659912,3697.659912,35816500
2019-09-13,3706.000000,3732.110107,3699.879883,3730.239990,3730.239990,30597800
2019-09-16,3707.179932,3713.830078,3693.060059,3700.189941,3700.189941,21073900
2019-09-17,3691.959961,3699.290039,3668.709961,3690.840088,3690.840088,23847400
2019-09-18,3694.469971,3707.719971,3679.290039,3680.090088,3680.090088,19413100
2019-09-19,3685.729980,3705.620117,3681.189941,3705.620117,3705.620117,22953600
2019-09-20,3700.050049,3738.719971,3691.969971,3738.719971,3738.719971,45842300
2019-09-23,3722.280029,3732.719971,3682.689941,3693.469971,3693.469971,18531800
2019-09-24,3697.669922,3725.909912,3673.939941,3678.159912,3678.159912,18777400
2019-09-25,3656.820068,3678.879883,3627.080078,3678.879883,3678.879883,23192700
2019-09-26,3663.550049,3703.030029,3663.550049,3697.729980,3697.729980,19272100
2019-09-27,3703.969971,3714.179932,3700.320068,3712.080078,3712.080078,16060200
2019-09-30,3704.270020,3717.250000,3702.719971,3714.419922,3714.419922,20441100
2019-10-01,3727.659912,3740.270020,3661.770020,3666.139893,3666.139893,20800400
2019-10-02,3657.790039,3659.000000,3566.080078,3566.370117,3566.370117,29880100
2019-10-03,3563.409912,3585.760010,3544.459961,3574.760010,3574.760010,22447100
2019-10-04,3585.689941,3610.639893,3577.120117,3610.639893,3610.639893,19729200
2019-10-07,3611.889893,3633.419922,3602.969971,3628.919922,3628.919922,17059300
2019-10-08,3623.530029,3629.699951,3582.860107,3592.120117,3592.120117,19757100
2019-10-09,3592.679932,3625.540039,3584.389893,3607.550049,3607.550049,18149800
2019-10-10,3608.330078,3660.219971,3594.790039,3657.770020,3657.770020,28202600
2019-10-11,3668.610107,3728.000000,3665.260010,3727.919922,3727.919922,34059200
2019-10-14,3714.100098,3714.100098,3676.699951,3713.560059,3713.560059,19593000
2019-10-15,3730.260010,3764.520020,3713.510010,3757.239990,3757.239990,26681500
2019-10-16,3759.479980,3767.899902,3736.159912,3761.020020,3761.020020,29058600
2019-10-17,3746.250000,3799.500000,3746.250000,3776.409912,3776.409912,24482200
2019-10-18,3773.659912,3778.399902,3752.600098,3757.780029,3757.780029,18198100
2019-10-21,3760.129883,3798.879883,3755.229980,3784.040039,3784.040039,23141200
2019-10-22,3789.100098,3793.739990,3760.800049,3768.479980,3768.479980,17837800
2019-10-23,3757.100098,3769.020020,3744.979980,3760.280029,3760.280029,19704900
2019-10-24,3769.810059,3797.550049,3766.060059,3791.659912,3791.659912,19227800
2019-10-25,3791.639893,3791.639893,3720.620117,3752.350098,3752.350098,21115700
2019-10-28,3750.129883,3773.090088,3746.959961,3770.840088,3770.840088,17914300
2019-10-29,3766.580078,3767.439941,3747.050049,3763.929932,3763.929932,17362600
2019-10-30,3763.739990,3776.300049,3740.179932,3767.320068,3767.320068,21167400
2019-10-31,3769.610107,3777.929932,3732.159912,3763.250000,3763.250000,27037300
2019-11-01,3771.060059,3797.290039,3766.830078,3794.800049,3794.800049,19462900
2019-11-04,3810.340088,3838.350098,3810.340088,3829.199951,3829.199951,26784300
2019-11-05,3841.060059,3859.520020,3832.520020,3851.870117,3851.870117,22684800
2019-11-06,3857.719971,3873.760010,3849.989990,3859.709961,3859.709961,26984300
2019-11-07,3870.020020,3880.419922,3861.729980,3878.139893,3878.139893,29091000
2019-11-08,3862.300049,3908.020020,3851.399902,3876.939941,3876.939941,30418700
2019-11-11,3872.189941,3883.500000,3855.010010,3868.270020,3868.270020,15580700
2019-11-12,3880.469971,3903.340088,3873.110107,3898.479980,3898.479980,17991000
2019-11-13,3879.739990,3880.989990,3853.239990,3878.370117,3878.370117,24538000
2019-11-14,3880.409912,3892.909912,3866.860107,3870.270020,3870.270020,18955100
2019-11-15,3884.159912,3894.679932,3860.139893,3894.250000,3894.250000,17606500
2019-11-18,3903.169922,3920.030029,3887.709961,3905.520020,3905.520020,17328900
2019-11-19,3909.169922,3920.189941,3890.840088,3897.439941,3897.439941,15327600
2019-11-20,3887.300049,3899.969971,3861.729980,3896.189941,3896.189941,19392500
2019-11-21,3871.040039,3878.189941,3842.280029,3873.929932,3873.929932,18116800
2019-11-22,3873.239990,3897.689941,3871.969971,3878.929932,3878.929932,20540700
2019-11-25,3891.219971,3906.719971,3890.600098,3902.929932,3902.929932,13096300
2019-11-26,3901.810059,3909.909912,3878.770020,3904.310059,3904.310059,24773200
2019-11-27,3914.080078,3914.719971,3897.830078,3912.379883,3912.379883,15546300
2019-11-28,3901.469971,3915.709961,3895.290039,3914.860107,3914.860107,11196400
2019-11-29,3897.659912,3925.780029,3893.270020,3906.679932,3906.679932,16326800
2019-12-02,3911.959961,3938.350098,3861.669922,3864.110107,3864.110107,24835200
2019-12-03,3874.080078,3892.489990,3830.060059,3841.330078,3841.330078,22691100
2019-12-04,3835.709961,3890.830078,3835.580078,3889.409912,3889.409912,18123700
2019-12-05,3898.000000,3922.649902,3884.750000,3887.139893,3887.139893,14362300
2019-12-06,3906.679932,3937.689941,3899.810059,3929.050049,3929.050049,16992100
2019-12-09,3928.010010,3947.620117,3925.429932,3942.510010,3942.510010,12899900
2019-12-10,3940.629883,3941.100098,3896.570068,3927.629883,3927.629883,15713800
2019-12-11,3923.389893,3934.550049,3907.719971,3920.850098,3920.850098,13706900
2019-12-12,3925.020020,3946.629883,3894.709961,3931.649902,3931.649902,24514400
2019-12-13,3968.409912,3981.689941,3932.520020,3936.100098,3936.100098,28955200
2019-12-16,3953.879883,3982.649902,3952.610107,3977.889893,3977.889893,17590300
2019-12-17,3970.469971,3976.030029,3949.419922,3963.810059,3963.810059,20484700
2019-12-18,3956.969971,3974.110107,3953.429932,3967.679932,3967.679932,17616900
2019-12-19,3965.530029,3985.290039,3961.669922,3985.290039,3985.290039,16788900
2019-12-20,3986.899902,4002.260010,3980.090088,3992.929932,3992.929932,41108700
2019-12-23,3983.560059,3992.909912,3974.830078,3989.610107,3989.610107,11662100
2019-12-24,3982.139893,3995.800049,3979.050049,3992.129883,3992.129883,2872300
2019-12-27,3994.649902,4012.520020,3990.969971,3996.350098,3996.350098,10713800
2019-12-30,3993.699951,3995.239990,3967.179932,3967.179932,3967.179932,9109600
2019-12-31,3964.000000,3966.189941,3955.830078,3955.830078,3955.830078,4096200
2020-01-02,3982.560059,4021.770020,3982.560059,4015.929932,4015.929932,20110600
2020-01-03,4002.169922,4008.139893,3976.679932,3994.610107,3994.610107,16478900
2020-01-06,3960.570068,3973.870117,3918.729980,3971.780029,3971.780029,16619800
2020-01-07,3981.860107,4013.479980,3976.320068,3984.729980,3984.729980,15120600
2020-01-08,3965.679932,3989.959961,3947.479980,3980.689941,3980.689941,19107300
2020-01-09,4018.959961,4034.080078,4007.530029,4013.979980,4013.979980,23648300
2020-01-10,4025.000000,4025.000000,4008.989990,4009.879883,4009.879883,14829000
2020-01-13,4026.229980,4033.139893,3973.100098,3984.580078,3984.580078,17652400
2020-01-14,3984.639893,3990.629883,3948.250000,3990.629883,3990.629883,17189200
2020-01-15,3985.810059,3988.219971,3963.489990,3970.719971,3970.719971,21099000
2020-01-16,3978.419922,3990.739990,3964.850098,3987.780029,3987.780029,16768100
2020-01-17,3997.189941,4014.810059,3992.850098,4007.199951,4007.199951,19252600
2020-01-20,4010.310059,4013.110107,3991.229980,4012.669922,4012.669922,10964500
2020-01-21,3996.870117,4018.850098,3984.899902,4018.850098,4018.850098,16140100
2020-01-22,4024.419922,4029.669922,4003.649902,4015.709961,4015.709961,18132400
2020-01-23,4007.050049,4019.040039,3971.199951,3978.300049,3978.300049,23143800
2020-01-24,4000.290039,4035.929932,4000.290039,4002.840088,4002.840088,19716100
2020-01-27,3945.709961,3950.159912,3899.679932,3903.500000,3903.500000,26144100
2020-01-28,3918.580078,3962.010010,3898.399902,3956.110107,3956.110107,21420300
2020-01-29,3957.250000,3981.770020,3954.550049,3965.010010,3965.010010,18297200
2020-01-30,3932.199951,3950.060059,3916.149902,3927.860107,3927.860107,20249900
2020-01-31,3938.800049,3952.530029,3901.580078,3907.610107,3907.610107,26161100
2020-02-03,3910.040039,3947.780029,3906.050049,3929.270020,3929.270020,16613200
2020-02-04,3954.699951,4043.560059,3954.429932,4039.919922,4039.919922,24232200
2020-02-05,4043.760010,4126.689941,4043.760010,4103.040039,4103.040039,25568400
2020-02-06,4113.859863,4146.100098,4113.859863,4140.229980,4140.229980,32253800
2020-02-07,4124.899902,4126.330078,4072.250000,4095.199951,4095.199951,23275800
2020-02-10,4083.550049,4102.790039,4076.209961,4101.799805,4101.799805,17575900
2020-02-11,4121.669922,4156.799805,4121.669922,4152.299805,4152.299805,24985200
2020-02-12,4150.089844,4184.270020,4146.609863,4184.270020,4184.270020,25175000
2020-02-13,4172.740234,4182.779785,4126.959961,4182.779785,4182.779785,22581400
2020-02-14,4185.330078,4198.049805,4180.589844,4185.439941,4185.439941,15512700
2020-02-17,4188.819824,4201.350098,4188.080078,4198.310059,4198.310059,10724900
2020-02-18,4173.120117,4184.950195,4147.779785,4164.500000,4164.500000,22911900
2020-02-19,4158.609863,4162.939941,4134.580078,4139.259766,4139.259766,45429100
2020-02-20,4143.180176,4165.000000,4119.040039,4119.040039,4119.040039,34271400
2020-02-21,4095.409912,4101.270020,4063.139893,4078.439941,4078.439941,31742600
2020-02-24,3982.010010,3987.429932,3896.169922,3917.639893,3917.639893,41660000
2020-02-25,3926.840088,3946.879883,3828.399902,3828.399902,3828.399902,39070600
2020-02-26,3789.830078,3841.189941,3686.719971,3830.340088,3830.340088,44544900
2020-02-27,3732.550049,3747.360107,3603.350098,3639.510010,3639.510010,52578400
2020-02-28,3534.899902,3550.840088,3439.899902,3488.600098,3488.600098,73758200
2020-03-02,3562.520020,3605.649902,3452.989990,3523.239990,3523.239990,56337300
2020-03-03,3611.080078,3649.139893,3568.780029,3575.129883,3575.129883,50998900
2020-03-04,3578.040039,3635.229980,3559.060059,3597.979980,3597.979980,56259100
2020-03-05,3641.620117,3641.620117,3519.310059,3544.830078,3544.830078,53829800
2020-03-06,3477.850098,3491.500000,3394.449951,3435.090088,3435.090088,53506000
2020-03-09,null,null,null,null,null,null
2020-03-10,3217.770020,3344.800049,3138.750000,3155.600098,3155.600098,0
2020-03-11,3210.699951,3264.699951,3130.020020,3148.409912,3148.409912,0
2020-03-12,3020.110107,3030.350098,2697.939941,2701.000000,2701.000000,0
2020-03-13,2795.699951,2950.360107,2701.780029,2728.929932,2728.929932,0
2020-03-16,2622.500000,2622.810059,2406.750000,2535.580078,2535.580078,88588700
